"","instructor","state","institution","course","religion","christianden","nonrel","rel","raceoriginal","evound","micro","macro","human","evound1","evound2","evound3","evound4","evound5","evound6","evound7","evound8","evound9","evound10","evound11","evound12","evound13","evound14","micro1","micro2","micro3","micro4","micro5","micro6","micro7","micro8","macro1","macro2","macro3","macro4","macro5","macro6","macro7","macro8","human1","human2","human3","human4","human5","human6","human7","human8","rel1","rel2","rel3","rel4","africanamerican","racenative","raceasian","raceblack","racelatinx","raceislander","racewhite","raceother","racedecline","race","gender","religiosity"
"1",43,9,8,63,2,5,NA,2.25,3,0.928571428571429,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,2,"moderate"
"2",4,1,14,52,2,4,NA,4.25,7,0.571428571428571,4.25,3.375,3.625,0,1,1,1,1,1,0,1,0,1,0,1,0,0,5,4,4,5,4,3,5,4,4,3,3,4,3,4,4,2,4,2,3,4,4,4,4,4,4,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"3",11,3,16,56,7,NA,NA,4.75,2,0.714285714285714,5,4.375,4.375,1,0,1,1,1,1,0,1,1,1,1,0,1,0,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,3,5,5,5,5,5,3,4,3,4,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"4",3,8,11,48,6,NA,1,1,7,0.857142857142857,4.875,4.625,4.875,1,1,0,1,1,1,1,1,1,1,1,1,1,0,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"5",1,4,17,55,2,1,NA,4.25,6,0.642857142857143,5,5,5,1,1,1,0,1,1,0,1,1,1,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,NA,NA,NA,NA,1,NA,1,NA,NA,3,1,"high"
"6",4,1,14,71,2,5,NA,4,7,0.857142857142857,5,5,4.875,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"7",43,9,8,63,6,NA,1,1,7,0.928571428571429,4.5,4.125,4.5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,5,4,5,4,4,5,5,4,4,5,4,2,4,5,5,4,5,5,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"8",4,1,14,52,4,NA,NA,2.25,7,0.714285714285714,4.875,3.875,4,1,0,1,1,1,1,1,1,0,1,1,1,0,0,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"9",35,3,16,9,6,NA,0,2.75,9,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,"moderate"
"10",1,4,17,55,1,NA,NA,2,2,0.571428571428571,4.375,3.875,3.875,1,0,1,1,1,1,1,0,0,1,0,1,0,0,3,5,4,5,5,4,5,4,5,4,4,4,4,3,4,3,5,3,3,4,4,4,4,4,1,2,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"low"
"11",44,6,7,62,6,NA,3,2.75,7,0.928571428571429,4.75,4.375,4.875,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,5,5,5,5,5,4,5,5,5,5,4,2,5,5,5,5,5,5,4,5,2,3,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"12",9,13,3,5,2,6,NA,5,7,0.928571428571429,4.125,3.625,3.25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,4,5,4,4,4,4,4,4,4,4,3,5,3,3,3,3,3,4,3,3,3,3,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"13",9,13,3,44,2,6,NA,5,7,0.785714285714286,4.5,3.625,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,4,4,5,5,5,4,4,5,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"14",11,3,16,56,1,NA,NA,2.5,4,1,4.625,4,4.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,4,4,3,4,4,5,4,5,3,4,4,5,4,4,4,4,4,2,3,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,"moderate"
"15",11,3,16,56,6,NA,1,2.5,7,0.714285714285714,5,4.875,5,0,1,1,1,1,1,1,1,0,0,1,1,0,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"16",3,8,11,8,6,NA,0,2.75,7,0.928571428571429,5,5,4.75,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,2,2,2,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"17",42,9,8,64,2,4,NA,2.75,7,0.857142857142857,5,4.375,4.5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,5,5,5,5,5,5,5,1,2,4,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"18",34,9,8,7,6,NA,0,2.5,7,0.857142857142857,4.75,5,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"19",32,5,18,10,7,NA,NA,3.25,2,0.642857142857143,4.75,4.375,4.375,0,0,1,1,1,1,1,1,1,1,1,0,0,0,5,5,5,5,5,4,5,4,5,3,4,5,5,3,5,5,4,5,4,4,5,5,4,4,1,5,3,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"moderate"
"20",3,8,11,8,2,1,NA,4.5,3,0.785714285714286,4.125,3.375,3.75,0,0,1,1,1,1,1,1,1,1,1,1,1,0,4,4,4,5,5,4,4,3,3,4,4,3,4,3,4,2,3,4,4,3,5,3,3,5,4,5,5,4,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,"high"
"21",34,9,8,7,6,NA,1,1.5,7,0.857142857142857,4.875,4.875,5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"22",40,3,16,73,6,NA,1,1.5,7,0.357142857142857,4,3.75,4.125,1,0,0,0,1,0,1,1,1,0,0,0,0,0,4,4,4,4,5,3,4,4,4,4,4,4,4,4,3,3,5,4,4,5,4,4,4,3,1,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"23",34,9,8,7,6,NA,2,2.5,7,0.857142857142857,4.875,4.125,4,1,0,1,1,1,1,1,1,0,1,1,1,1,1,5,4,5,5,5,5,5,5,5,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,2,3,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"24",4,1,14,52,6,NA,1,1.75,7,0.642857142857143,5,5,4.375,1,0,1,1,1,1,1,1,0,1,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,4,4,1,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"25",32,5,18,10,2,1,NA,2.5,2,0.5,4,3.625,4,0,0,0,1,0,0,1,1,0,1,1,1,1,0,4,4,4,5,4,4,4,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,1,4,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"moderate"
"26",34,9,8,7,2,1,NA,5,7,1,4.875,3.75,4.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,4,4,4,3,4,3,3,5,4,5,4,5,5,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"27",3,8,11,8,2,1,NA,4.75,7,0.928571428571429,4.625,4.5,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,3,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"28",1,4,17,74,2,4,NA,4,3,0.785714285714286,4.625,2.875,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,4,5,5,5,5,4,4,5,5,4,2,2,4,3,2,1,2,2,4,1,4,4,2,5,2,5,4,5,1,NA,NA,1,NA,NA,NA,NA,NA,1,2,"high"
"29",11,3,16,56,6,NA,1,2.25,6,1,4.875,4.75,4.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,4,5,5,1,3,2,3,NA,NA,1,NA,NA,NA,1,NA,NA,3,1,"moderate"
"30",40,3,16,73,6,NA,0,2.25,4,0.857142857142857,5,5,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"moderate"
"31",4,1,14,71,2,5,NA,3.75,7,0.857142857142857,5,4.375,4.625,1,1,0,1,1,1,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,5,4,4,5,4,5,5,5,2,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"32",4,1,14,71,2,1,NA,5,7,0.785714285714286,5,4,4.75,1,0,1,1,1,0,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,4,4,5,3,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"33",44,6,7,62,6,NA,0,1.25,7,0.642857142857143,5,4.5,5,1,0,1,1,1,1,1,0,1,1,0,0,1,0,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"34",6,12,12,49,7,NA,NA,5,7,1,5,4,3.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,1,3,3,3,3,5,4,3,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"35",6,12,12,66,6,NA,1,1,7,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"36",1,4,17,55,6,NA,1,1.5,7,0.571428571428571,4.75,4.875,4.5,0,0,1,0,1,1,1,1,0,1,1,0,1,0,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,4,5,5,4,1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"37",32,5,18,10,2,5,NA,4,7,0.785714285714286,4.375,3.75,2.75,1,0,1,1,1,1,1,1,0,1,0,1,1,1,5,4,4,5,4,4,5,4,4,4,4,3,5,4,4,2,3,2,3,2,3,3,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"38",11,3,16,56,2,3,NA,3.75,6,0.642857142857143,4.375,4.875,4.5,0,0,1,0,1,1,1,1,0,1,1,1,1,0,2,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,3,2,5,4,4,NA,NA,1,NA,NA,NA,NA,1,NA,3,1,"moderate"
"39",11,3,16,56,2,5,NA,5,7,0.571428571428571,4.375,3.125,2.25,0,0,1,1,1,1,0,1,0,1,0,1,1,0,4,5,5,3,5,4,5,4,4,3,4,1,5,4,3,1,1,3,3,1,3,3,1,3,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"40",48,2,1,57,2,5,NA,3.25,7,0.642857142857143,4.875,4.875,5,0,1,1,1,1,0,1,1,0,1,1,0,1,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"41",34,9,8,7,6,NA,1,2,7,0.714285714285714,5,5,5,1,0,1,1,1,1,1,0,0,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"42",5,12,13,70,6,NA,0,2.5,4,0.571428571428571,4.75,4,3.375,1,1,0,0,0,1,1,1,0,1,0,1,0,1,4,5,5,5,5,5,5,4,5,3,3,3,4,4,5,5,3,1,3,5,3,3,4,5,1,3,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,"moderate"
"43",48,2,1,57,6,NA,2,1.5,3,1,4.875,5,4.875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,"low"
"44",5,12,13,70,7,NA,NA,2,4,0.857142857142857,4.375,3.625,3.875,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,5,5,4,5,1,5,5,5,2,3,5,5,1,3,5,5,4,1,5,5,1,5,5,1,1,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"low"
"45",34,9,8,7,2,4,NA,5,7,0.857142857142857,4.25,3.375,4.25,1,0,1,1,1,0,1,1,1,1,1,1,1,1,4,4,4,5,4,5,4,4,4,4,4,2,4,4,4,1,4,4,4,4,4,5,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"46",35,3,16,9,7,NA,NA,5,2,0.857142857142857,5,5,5,1,0,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"high"
"47",39,7,19,75,6,NA,0,2.25,7,0.785714285714286,4.625,4.75,5,1,0,1,1,1,1,1,1,0,1,0,1,1,1,4,5,5,4,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,2,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"48",7,2,1,42,2,4,NA,5,4,0.857142857142857,5,3.25,3,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,3,4,4,2,4,3,4,2,2,3,3,3,3,3,3,4,5,5,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"high"
"49",17,4,4,60,2,8,NA,3.25,7,0.642857142857143,5,3.625,3.75,1,0,1,1,1,1,0,1,0,1,1,0,1,0,5,5,5,5,5,5,5,5,3,4,4,3,5,4,3,3,3,4,5,3,4,4,3,4,2,3,3,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"50",17,4,4,60,6,NA,0,1.75,6,1,4.875,4.5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"low"
"51",40,3,16,73,7,NA,NA,3.75,2,0.928571428571429,4.375,4.75,4.375,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,4,5,4,5,4,4,5,5,5,5,5,5,5,5,3,5,4,4,4,4,4,5,5,4,3,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"moderate"
"52",35,3,16,9,5,NA,NA,3.25,6,0.928571428571429,4.625,3.875,3.375,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,2,5,4,3,3,5,4,4,3,3,3,4,3,3,3,4,4,4,3,3,3,NA,NA,1,NA,NA,NA,1,NA,NA,3,2,"moderate"
"53",11,3,16,56,6,NA,1,2,7,0.857142857142857,4.5,3.375,3.75,1,0,1,1,1,1,1,1,1,1,0,1,1,1,4,5,4,5,5,4,5,4,4,4,4,2,4,3,4,2,5,3,4,4,3,3,4,4,1,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"54",3,8,11,48,4,NA,NA,2.25,7,0.714285714285714,4,4.375,3.25,0,0,1,1,1,1,1,1,1,1,0,1,0,1,3,4,4,3,4,5,5,4,5,4,3,5,5,3,5,5,4,3,1,4,3,4,4,3,1,4,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"55",40,3,16,73,6,NA,0,2,7,0.428571428571429,4.75,4.25,3.875,0,1,1,0,0,1,0,0,0,1,1,0,1,0,4,4,5,5,5,5,5,5,4,5,5,4,5,4,4,3,4,4,5,4,4,3,4,3,1,3,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"56",34,9,8,7,6,NA,0,1.75,7,1,4.625,4,4.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,3,5,5,4,5,5,4,5,3,4,2,5,4,5,5,5,5,4,4,1,2,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"57",4,1,14,71,2,1,NA,5,7,0.928571428571429,5,4.75,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"58",11,3,16,56,6,NA,1,1,6,0.928571428571429,5,5,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,3,1,"low"
"59",27,14,25,13,6,NA,0,1.25,7,1,4.875,4.875,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"60",34,9,8,7,6,NA,2,3.25,6,0.857142857142857,5,4.75,4.625,1,0,1,1,1,1,1,1,0,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,5,5,4,5,5,2,4,3,4,NA,1,NA,NA,NA,NA,1,NA,NA,3,1,"moderate"
"61",40,3,16,73,6,NA,0,2.25,7,0.928571428571429,4.75,3.75,4.125,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,5,5,5,5,4,4,4,3,4,4,4,3,4,4,4,4,5,4,4,4,1,3,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"62",1,4,17,55,7,NA,NA,3.25,4,0.928571428571429,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,"moderate"
"63",48,2,1,57,6,NA,0,3,7,0.428571428571429,4,3.5,3.625,0,0,0,1,1,1,1,0,1,0,1,0,0,0,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,3,3,4,4,4,4,4,3,1,4,3,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"64",28,2,1,1,6,NA,0,1.5,2,0.785714285714286,5,4.625,4.75,1,0,1,1,1,1,1,1,1,1,1,0,1,0,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,4,5,5,5,4,5,5,1,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"low"
"65",34,9,8,7,3,NA,NA,4,2,0.428571428571429,4,4.125,3.75,0,0,1,1,1,1,1,0,0,1,0,0,0,0,4,4,4,5,4,4,3,4,4,4,4,4,4,5,5,3,3,4,3,4,4,5,3,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"66",7,2,1,43,5,NA,NA,4,7,0.785714285714286,4,3.5,3.875,0,1,1,1,1,1,1,1,0,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,4,4,4,4,4,4,4,3,4,5,5,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"67",8,12,13,50,6,NA,1,2,7,0.5,4.875,4.125,4.375,1,0,0,1,1,1,1,0,1,0,0,1,0,0,4,5,5,5,5,5,5,5,5,4,4,4,5,4,4,3,4,4,4,4,5,5,4,5,1,4,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"68",9,13,3,5,2,6,NA,5,7,0.785714285714286,4.125,3.625,3.25,1,0,1,1,1,1,1,1,1,1,1,0,1,0,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,4,3,3,3,4,3,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"69",11,3,16,56,6,NA,1,2,7,0.857142857142857,5,5,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"70",9,13,3,4,2,6,NA,5,7,0.785714285714286,5,4.125,4.25,1,0,0,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,2,4,5,4,3,4,5,5,3,4,5,3,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"71",44,6,7,62,7,NA,NA,4.5,2,0.571428571428571,4.375,4.5,4.375,0,0,1,1,1,1,1,0,0,1,0,1,1,0,5,4,1,5,5,5,5,5,5,4,5,5,5,5,5,2,5,4,4,5,5,4,5,3,4,5,4,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"72",11,3,16,56,6,NA,1,2.25,7,0.714285714285714,4,3.375,3.5,1,0,1,1,1,1,1,1,0,1,0,1,1,0,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,2,4,3,4,4,4,4,3,2,1,3,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"73",44,6,7,62,2,1,NA,4.75,7,0.642857142857143,4.25,3.25,3.375,1,0,1,1,1,1,0,0,1,1,1,0,1,0,4,4,4,4,4,4,5,5,4,4,3,3,4,3,4,1,3,4,4,2,4,4,2,4,4,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"74",5,12,13,51,6,NA,1,3.25,7,0.785714285714286,5,4.375,4.5,0,1,1,0,1,1,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,5,5,5,5,5,1,5,2,4,2,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"75",42,9,8,64,2,1,NA,1.25,7,0.928571428571429,4.875,4.875,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"76",17,4,4,60,6,NA,0,2.25,7,0.785714285714286,5,5,5,1,0,0,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"77",34,9,8,7,6,NA,0,2.25,7,0.857142857142857,4.75,4.625,4.625,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,4,5,5,4,5,5,5,5,4,5,5,5,4,4,4,4,5,5,4,5,5,5,2,3,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"78",3,8,11,8,4,NA,NA,5,2,0.785714285714286,4.125,3.625,3.5,1,0,0,1,1,1,1,1,1,0,1,1,1,1,4,4,4,4,4,4,5,4,4,4,4,5,4,2,3,3,4,1,4,3,4,4,4,4,5,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"79",3,8,11,8,6,NA,0,2,2,0.714285714285714,4.125,3.625,4,0,0,1,1,1,1,1,1,0,1,1,1,0,1,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,2,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"low"
"80",42,9,8,64,2,5,NA,3.75,7,0.571428571428571,4.375,4,3.875,1,0,0,1,0,1,1,1,0,1,1,1,0,0,4,4,4,5,5,4,5,4,4,5,5,3,4,4,5,2,3,4,4,3,4,5,4,4,2,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"81",43,9,8,63,6,NA,1,1,7,0.928571428571429,5,4.875,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"82",34,9,8,7,8,NA,NA,2.5,4,0.785714285714286,4.5,4.125,4.625,1,0,1,1,1,1,1,1,0,1,1,1,1,0,5,4,4,5,5,4,5,4,5,4,4,4,5,3,5,3,4,5,5,4,5,5,4,5,1,4,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,"moderate"
"83",11,3,16,56,3,NA,NA,4.25,2,0.714285714285714,4.625,5,4.25,1,0,1,1,1,1,0,1,1,1,1,1,0,0,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,5,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"84",11,3,16,56,2,1,NA,4.5,4,0.428571428571429,5,4.5,4.125,1,0,1,0,0,1,1,1,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,4,5,5,3,5,4,4,3,3,5,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"high"
"85",40,3,16,73,6,NA,1,1.5,7,0.785714285714286,4.875,5,5,1,0,1,1,1,1,1,1,0,1,1,1,1,0,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"86",1,4,17,74,6,NA,1,1,7,0.714285714285714,4.5,4.875,4.625,1,0,1,1,1,1,0,1,1,1,0,1,1,0,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,4,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
