"","instructor","state","institution","course","religion","christianden","nonrel","rel","raceoriginal","evound","micro","macro","human","evound1","evound2","evound3","evound4","evound5","evound6","evound7","evound8","evound9","evound10","evound11","evound12","evound13","evound14","micro1","micro2","micro3","micro4","micro5","micro6","micro7","micro8","macro1","macro2","macro3","macro4","macro5","macro6","macro7","macro8","human1","human2","human3","human4","human5","human6","human7","human8","rel1","rel2","rel3","rel4","africanamerican","racenative","raceasian","raceblack","racelatinx","raceislander","racewhite","raceother","racedecline","race","gender","religiosity"
"10466",5,12,13,33,6,NA,2,2,7,0.857142857142857,5,4.875,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,3,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"10467",5,12,13,33,2,1,NA,3.75,4,0.785714285714286,4.5,4.625,4.375,1,0,1,1,1,0,1,1,1,1,1,1,1,0,5,4,5,4,4,5,4,5,4,5,4,4,5,5,5,5,5,3,4,5,4,4,5,5,4,4,3,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"moderate"
"10468",7,2,1,14,3,NA,NA,3,2,0.357142857142857,3.625,3.5,4.375,0,0,1,0,0,1,1,0,0,0,1,0,1,0,5,5,5,2,4,4,2,2,5,2,4,4,4,3,4,2,5,4,4,5,4,5,5,3,2,4,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"moderate"
"10469",5,12,13,33,6,NA,0,3,4,0.785714285714286,4.75,4.375,4.625,1,0,1,1,0,1,1,1,1,1,1,1,1,0,5,5,5,4,5,5,5,4,5,4,5,4,5,5,4,3,5,4,4,5,5,5,5,4,2,4,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"moderate"
"10470",17,4,4,21,6,NA,2,1.5,6,0.571428571428571,4.875,4.625,4.125,1,0,0,1,1,0,1,1,0,1,1,1,0,0,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4,4,4,4,4,4,4,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"low"
"10471",7,2,1,43,2,4,NA,3,6,0.428571428571429,4,3.875,4,1,0,1,0,1,1,0,1,0,0,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,NA,1,NA,NA,NA,NA,1,NA,NA,3,1,"moderate"
"10472",3,8,11,48,5,NA,NA,4.5,2,0.571428571428571,3.875,3.875,3.875,1,0,0,0,1,1,0,1,0,1,1,1,1,0,4,4,3,4,4,3,5,4,4,5,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"10473",3,8,11,28,6,NA,0,1,7,0.785714285714286,4.375,3.5,4,1,1,1,1,1,1,0,1,0,1,1,1,1,0,5,5,4,5,4,4,4,4,4,4,2,4,2,5,3,4,4,4,4,4,4,4,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"10474",44,6,7,62,6,NA,0,2.5,7,0.714285714285714,4.625,4.625,4.625,0,0,1,1,1,1,1,1,1,1,1,0,1,0,5,5,4,5,5,4,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,2,3,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10475",11,3,16,56,7,NA,NA,3,4,0.714285714285714,4.125,3.875,3.75,1,1,0,1,1,1,0,0,1,0,1,1,1,1,4,5,4,4,4,4,4,4,4,4,4,3,4,5,4,3,4,3,4,3,4,4,4,4,2,4,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"moderate"
"10476",6,12,12,29,2,1,NA,4.75,2,0.857142857142857,4.625,3.375,3,1,0,1,1,1,1,1,1,1,0,1,1,1,1,5,4,5,5,5,5,5,3,3,5,3,3,3,3,4,3,2,3,3,3,4,4,3,2,5,5,5,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"10477",17,4,4,21,2,1,NA,3,6,0.785714285714286,4.25,3.875,3.75,1,1,1,1,1,0,1,1,1,1,1,0,1,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,2,4,3,3,NA,NA,1,NA,NA,NA,1,NA,NA,3,1,"moderate"
"10478",6,12,12,66,2,1,NA,4,7,1,5,4.125,4.125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"10479",4,1,14,35,2,5,NA,4,7,0.928571428571429,4.375,3.125,3.375,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,5,5,3,4,4,5,4,2,3,4,2,4,4,4,2,4,4,3,3,3,3,3,4,3,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"10480",8,12,13,68,6,NA,0,2.25,2,0.785714285714286,4.5,3.5,3.75,1,0,1,0,1,1,1,1,1,1,0,1,1,1,4,5,4,4,5,5,5,4,4,3,4,4,4,2,4,3,3,4,4,4,4,4,3,4,1,3,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"moderate"
"10481",7,2,1,14,2,1,NA,4.5,4,0.357142857142857,4.25,3,2.75,1,0,0,0,0,1,1,0,1,0,0,0,0,1,4,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,4,1,1,4,2,2,4,4,4,5,5,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,"high"
"10482",9,13,3,54,2,6,NA,5,7,0.857142857142857,4.25,2.5,2.5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,4,4,5,5,4,4,4,4,3,3,3,1,4,2,3,1,1,2,3,1,4,4,1,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"10483",11,3,16,56,7,NA,NA,3,4,0.642857142857143,4.375,3.375,4,1,0,1,1,1,1,1,0,0,1,1,1,0,0,5,4,5,4,4,5,4,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,4,4,2,4,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"moderate"
"10484",8,12,13,68,5,NA,NA,5,1,0.428571428571429,3,3.5,3.75,0,0,1,0,1,1,1,0,0,1,1,0,0,0,2,4,4,2,2,4,2,4,4,2,4,4,4,2,4,4,4,4,2,4,4,4,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"high"
"10485",38,7,19,76,2,3,NA,2.5,7,0.785714285714286,4.5,4,4,1,0,1,0,1,1,1,1,1,1,1,1,1,0,4,4,4,5,5,5,5,4,4,5,5,4,4,4,3,3,4,4,4,4,4,4,4,4,2,3,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10486",11,3,16,56,6,NA,1,2.5,7,0.857142857142857,5,5,5,1,0,1,1,1,1,1,1,1,1,1,1,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10487",6,12,12,29,2,5,NA,5,7,1,4.875,2.625,2.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,4,1,2,1,5,2,5,1,1,4,1,1,4,5,2,3,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"10488",12,2,1,16,6,NA,0,2.5,7,0.285714285714286,4.25,3.75,3.5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,3,3,4,3,1,4,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10489",23,4,23,40,2,1,NA,5,7,0.785714285714286,4.625,3.875,2.875,1,0,1,1,1,1,0,1,1,1,1,1,0,1,5,5,4,5,5,4,5,4,4,4,5,4,4,4,4,2,4,1,2,4,2,2,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"10490",3,8,11,48,6,NA,1,1.5,7,0.642857142857143,4.875,5,4.75,0,0,0,1,1,1,1,1,0,1,1,1,1,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"10491",43,9,8,63,2,5,NA,3.25,7,0.642857142857143,4.25,3.625,3.875,0,0,1,1,1,1,1,0,1,1,1,1,0,0,4,4,4,5,5,4,4,4,3,4,4,3,4,4,4,3,3,3,5,3,4,4,4,5,2,4,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10492",11,3,16,56,6,NA,0,1,2,0.857142857142857,4.625,3.875,4.125,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,4,5,5,5,5,5,4,5,4,4,3,5,3,4,3,4,4,5,4,4,3,4,5,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"low"
"10493",5,12,13,70,2,4,NA,3.75,7,0.714285714285714,4.5,3.375,3.75,0,0,1,1,1,1,1,1,1,1,1,1,0,0,5,5,4,5,5,4,4,4,4,4,4,3,3,3,4,2,2,4,4,4,4,4,4,4,2,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10494",15,3,5,23,6,NA,0,2,4,0.714285714285714,4.875,4.375,4.375,1,0,1,1,1,1,1,1,0,0,1,1,0,1,5,5,5,5,5,4,5,5,5,4,5,3,5,5,5,3,4,4,5,4,5,5,4,4,1,2,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,"low"
"10495",6,12,12,29,2,5,NA,4.75,6,0.714285714285714,4.125,3.625,3.5,1,0,1,1,1,1,1,1,0,1,1,0,1,0,5,4,4,5,5,4,2,4,4,4,4,3,5,4,4,1,3,3,2,4,4,4,4,4,4,5,5,5,NA,NA,NA,1,NA,NA,1,NA,NA,3,1,"high"
"10496",1,4,17,74,2,1,NA,4,2,0.5,3.5,3.5,3.5,0,0,1,0,1,1,0,1,0,0,1,1,0,1,4,4,4,3,3,4,2,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,4,5,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"10497",17,4,4,21,8,NA,NA,2,9,0.5,3.5,3.375,3,0,0,1,1,0,1,1,0,1,1,1,0,0,0,4,3,3,4,4,4,5,1,3,4,4,3,5,3,3,2,3,3,3,3,3,3,3,3,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"low"
"10498",12,2,1,16,6,NA,0,2,7,0.357142857142857,4.75,3.75,3.75,0,0,1,0,1,0,0,1,0,0,1,0,1,0,4,4,5,5,5,5,5,5,4,3,4,4,5,4,3,3,4,4,5,3,4,4,3,3,1,3,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"10499",3,8,11,28,4,NA,NA,2.75,7,0.642857142857143,3.25,3.875,4,1,0,0,1,1,1,1,1,0,1,1,0,1,0,2,4,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10500",6,12,12,29,2,6,NA,3.75,7,0.785714285714286,4.5,3.625,4.125,1,0,1,1,1,1,1,1,1,0,1,1,0,1,4,4,5,4,5,5,4,5,4,5,5,3,4,4,2,2,4,4,4,4,4,3,5,5,4,4,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10501",4,1,14,35,2,5,NA,4,7,0.928571428571429,5,4.625,4.75,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,4,5,5,4,5,5,5,5,2,5,5,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"10502",40,3,16,73,7,NA,NA,1.75,7,0.857142857142857,4.375,4.125,4.25,1,0,1,1,1,1,1,1,1,1,1,1,1,0,4,4,5,4,5,5,4,4,4,3,4,5,4,5,3,5,5,3,5,5,3,4,5,4,1,1,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"10503",7,2,1,14,2,1,NA,3.25,6,0.142857142857143,3.875,3.375,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4,3,3,4,4,5,4,4,4,4,2,4,3,4,2,3,4,4,4,4,4,4,3,2,4,4,3,NA,NA,NA,NA,1,NA,1,NA,NA,3,1,"moderate"
"10504",7,2,1,42,2,5,NA,4.25,7,0.5,4.625,3.625,4.25,1,0,0,0,0,1,1,1,0,1,0,1,1,0,5,5,4,5,5,4,5,4,4,3,4,3,4,4,4,3,4,4,4,4,5,5,4,4,2,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"10505",16,2,6,24,2,1,NA,4,6,0.285714285714286,3.125,3.5,3.125,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,4,4,4,2,3,2,3,5,2,3,3,4,4,4,3,3,3,4,4,4,2,2,3,3,5,3,5,NA,1,NA,NA,1,NA,1,NA,NA,3,1,"high"
"10506",7,2,1,14,6,NA,1,1,7,0.5,4.625,4.5,5,1,0,0,1,1,1,1,0,0,0,1,1,0,0,5,5,3,5,5,4,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"low"
"10507",5,12,13,33,6,NA,2,2.5,7,0.428571428571429,4,3.75,3.25,0,0,0,0,0,1,1,1,0,1,1,0,1,0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,3,4,2,4,2,4,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10508",4,1,14,35,2,4,NA,4,3,0.428571428571429,3,3.125,3,0,0,1,0,1,0,0,1,0,1,1,1,0,0,3,3,1,4,3,3,4,3,3,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,4,5,2,5,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,"high"
"10509",11,3,16,56,8,NA,NA,3.25,2,0.5,4.25,3.5,3.375,1,0,1,0,1,1,0,0,0,1,0,1,0,1,4,5,4,4,4,5,4,4,4,4,4,3,3,3,4,3,3,4,4,2,4,4,2,4,3,3,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"moderate"
"10510",19,12,13,69,8,NA,NA,2.75,7,0.857142857142857,4.375,4.125,4.125,1,0,1,1,1,1,1,1,1,1,1,1,1,0,4,4,5,5,5,4,4,4,4,5,4,4,4,5,4,3,4,4,4,4,5,4,4,4,2,4,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"10511",37,12,24,78,2,1,NA,4.25,2,0.642857142857143,4.375,3.25,2.75,0,1,1,1,0,1,1,1,0,1,1,1,0,0,4,5,5,5,4,4,5,3,3,4,4,3,4,3,4,1,2,2,3,3,3,3,3,3,5,5,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"high"
"10512",21,7,19,36,6,NA,0,1,2,0.571428571428571,3.5,3.5,3.375,1,0,1,1,1,1,0,0,0,1,1,0,1,0,4,4,4,4,3,4,3,2,2,4,4,3,4,4,4,3,4,2,4,3,4,4,3,3,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,"low"
"10513",16,2,6,24,2,6,NA,4.25,7,0.857142857142857,4,2.75,3,1,0,1,1,1,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,3,3,4,4,2,2,2,1,2,4,2,4,4,3,4,4,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"10514",7,2,1,14,2,1,NA,3.75,6,0.857142857142857,4.5,3.75,4,1,0,1,1,1,1,0,1,1,1,1,1,1,1,5,5,4,5,4,4,5,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,NA,NA,NA,1,1,NA,NA,NA,NA,3,1,"moderate"
"10515",8,12,13,68,5,NA,NA,2.75,2,0.571428571428571,4.5,3.75,3.875,0,0,1,1,1,1,1,0,0,0,1,1,0,1,5,5,5,5,5,3,5,3,5,5,5,3,3,3,3,3,4,5,4,4,4,2,4,4,1,4,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"moderate"
"10516",6,12,12,29,2,1,NA,5,4,0.642857142857143,5,5,4.75,0,0,1,1,1,1,1,1,1,1,0,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"high"
"10517",3,8,11,48,7,NA,NA,4,3,0.357142857142857,4.375,3.125,3,1,0,1,0,1,1,0,0,0,0,0,0,1,0,4,5,5,4,5,4,5,3,5,3,3,2,3,3,4,2,3,3,3,3,3,3,3,3,4,4,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,"high"
"10518",5,12,13,33,6,NA,2,3,4,0.714285714285714,5,4.125,5,1,0,1,1,1,1,1,1,0,0,1,1,1,0,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,3,5,5,5,5,5,5,5,5,1,4,2,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"moderate"
"10519",44,6,7,62,2,8,NA,2.25,7,0.5,4.25,4.75,4.25,1,0,0,0,1,1,1,1,0,1,1,0,0,0,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,3,5,4,4,5,4,4,4,4,1,3,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10520",7,2,1,14,2,3,NA,3.5,7,0.5,4.5,5,5,1,0,1,1,1,1,1,0,0,0,1,0,0,0,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"10521",7,2,1,14,6,NA,0,2,7,0.857142857142857,5,4.625,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,1,3,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"10522",14,4,4,22,2,1,NA,5,7,0.785714285714286,4,3.375,3.5,1,0,1,1,1,0,1,1,1,1,1,1,1,0,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,2,4,3,3,4,4,2,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"10523",23,4,23,41,6,NA,0,2.25,7,0.928571428571429,5,4.125,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,4,5,5,4,4,3,5,3,4,4,4,4,4,4,4,4,1,3,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10524",46,2,1,59,3,NA,NA,2.25,6,0.642857142857143,4.875,4.375,4.75,0,0,1,0,1,1,1,1,1,0,1,1,1,0,5,5,5,5,5,4,5,5,4,5,4,5,4,4,4,5,5,4,5,5,5,5,5,4,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"moderate"
"10525",1,4,17,55,6,NA,1,2.5,4,0.5,4.25,3.625,3.375,1,0,1,1,1,1,1,1,0,0,0,0,0,0,4,4,4,5,4,4,4,5,4,4,4,3,5,3,3,3,4,3,3,4,3,2,4,4,2,3,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"moderate"
"10526",5,12,13,33,6,NA,0,3.25,7,0.857142857142857,5,4.875,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,4,3,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"10527",36,1,14,80,1,NA,NA,1.75,2,0.642857142857143,4.125,3.625,3.75,0,0,1,1,0,1,1,0,0,1,1,1,1,1,4,5,5,4,5,4,2,4,4,4,3,3,4,4,4,3,4,5,3,5,4,3,3,3,3,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"low"
"10528",25,9,20,37,6,NA,0,2,7,0.857142857142857,5,3.25,3.875,1,1,1,1,0,1,1,1,0,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,4,3,4,4,2,3,4,4,5,3,4,4,3,4,1,3,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"10529",5,12,13,51,4,NA,NA,3.5,7,0.642857142857143,4.625,3.875,4.25,1,0,1,1,1,1,1,1,0,1,1,0,0,0,4,4,5,5,5,5,4,5,5,5,4,3,5,4,3,2,4,4,4,5,5,4,5,3,2,5,5,2,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10530",4,1,14,71,2,4,NA,4.5,3,0.357142857142857,3.5,3.125,3.125,0,0,1,0,1,1,0,0,0,0,1,1,0,0,4,4,3,2,4,3,5,3,3,3,3,3,3,3,3,4,2,4,3,4,3,3,3,3,3,5,5,5,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,"high"
"10531",13,2,1,17,6,NA,0,2.5,2,0.928571428571429,4.375,3.875,3.875,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,3,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"moderate"
"10532",21,7,19,36,6,NA,0,3,7,0.857142857142857,4.875,4.25,4.125,1,1,0,1,1,1,1,1,0,1,1,1,1,1,5,5,5,5,5,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,3,3,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"moderate"
"10533",12,2,1,16,6,NA,0,2.75,4,0.642857142857143,4.375,3.875,4.25,1,1,1,1,0,1,0,0,0,1,1,1,0,1,4,4,5,4,4,4,5,5,4,4,4,3,4,5,4,3,4,4,4,4,4,5,4,5,2,3,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,"moderate"
"10534",6,12,12,29,2,5,NA,3.25,7,0.571428571428571,4.125,3.5,3.25,1,0,1,0,0,1,1,1,1,1,1,0,0,0,4,4,4,4,5,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,2,2,4,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
"10535",19,12,13,32,2,4,NA,5,4,0.714285714285714,3.875,3.75,3.625,1,0,1,1,1,1,1,1,0,1,1,1,0,0,4,4,4,4,4,3,5,3,5,3,5,1,4,3,4,5,3,4,4,3,4,4,3,4,5,5,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,"high"
"10536",8,12,13,68,2,1,NA,2,4,0.5,4.625,4.5,4.375,0,0,0,1,1,1,1,1,0,0,1,0,1,0,4,5,5,4,4,5,5,5,4,5,5,4,5,5,5,3,4,4,4,4,4,5,5,5,1,3,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,"low"
"10537",11,3,16,56,2,1,NA,2.25,2,0.714285714285714,4.25,3.875,4,0,0,1,1,1,1,1,1,0,1,1,1,1,0,4,4,4,5,4,4,5,4,4,4,4,3,4,4,5,3,4,4,4,4,4,4,4,4,2,2,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,"moderate"
"10538",4,1,14,35,2,5,NA,4.5,7,0.642857142857143,4.25,3.375,2.375,1,0,1,1,1,1,1,1,0,1,1,0,0,0,5,4,4,4,5,4,4,4,4,3,3,2,4,4,4,3,1,2,2,3,2,2,3,4,5,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"10539",4,1,14,35,2,5,NA,5,7,0.785714285714286,4,2.5,2.125,0,0,1,1,1,1,1,1,1,1,1,1,1,0,5,4,4,4,4,4,4,3,4,2,3,1,4,3,2,1,1,2,1,2,1,4,2,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"10540",4,1,14,35,2,6,NA,3,3,0.714285714285714,3.75,2.875,2.375,1,0,1,1,0,1,1,1,0,1,1,1,0,1,3,4,4,4,4,4,4,3,3,3,3,2,4,3,4,1,2,2,3,3,2,3,2,2,2,5,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,"moderate"
"10541",44,6,7,62,2,4,NA,4.25,3,0.571428571428571,3,3,2.25,0,0,1,1,1,0,1,1,0,1,1,0,1,0,2,4,4,2,3,3,2,4,3,3,3,3,3,3,3,3,3,1,3,1,2,2,3,3,4,5,4,4,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,"high"
"10542",4,1,14,35,2,5,NA,5,7,0.714285714285714,4.5,3.375,3.625,1,1,1,1,1,0,1,1,1,1,0,1,0,0,5,4,4,5,5,4,5,4,4,4,4,2,4,3,4,2,3,4,4,3,4,4,3,4,5,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"10543",37,12,24,78,2,1,NA,2.75,4,0.714285714285714,4.125,3.875,3.75,1,0,1,0,1,1,1,1,0,1,1,1,1,0,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,2,3,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,"moderate"
"10544",24,9,20,38,2,5,NA,4.25,7,0.785714285714286,4,3.375,3.75,0,1,1,1,1,1,1,1,0,1,1,1,1,0,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,2,3,4,4,4,4,4,3,4,4,5,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"10545",6,12,12,29,2,1,NA,4,7,0.642857142857143,4,3.625,3.25,1,0,1,0,0,1,1,1,0,1,1,1,1,0,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,3,3,3,4,3,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"10546",6,12,12,29,2,5,NA,4,7,0.857142857142857,3.125,3.625,2.875,1,0,1,1,1,1,1,1,1,0,1,1,1,1,4,4,4,4,3,2,2,2,4,2,3,4,4,4,4,4,4,3,2,4,4,2,2,2,4,4,4,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"10547",3,8,11,28,2,1,NA,4.5,7,0.571428571428571,3,3.375,3.25,0,1,1,1,1,0,0,0,1,1,0,1,0,1,3,3,3,3,3,3,3,3,3,4,3,4,3,2,4,4,2,4,2,4,3,3,4,4,5,5,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"high"
"10548",25,9,20,37,2,4,NA,4.75,7,0.428571428571429,3,2.875,3,1,0,1,0,1,1,1,0,0,0,1,0,0,0,3,4,3,2,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,2,3,4,3,4,5,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"high"
"10549",5,12,13,70,6,NA,1,1,7,0.928571428571429,4.875,4.75,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2,"low"
"10550",23,4,23,40,6,NA,0,2.5,7,0.642857142857143,4.625,3,3.5,1,0,1,0,1,1,1,0,1,1,1,0,1,0,4,4,4,5,5,5,5,5,2,4,4,1,4,4,4,1,3,4,4,2,4,4,3,4,1,3,2,4,NA,NA,NA,NA,NA,NA,1,NA,NA,4,1,"moderate"
